ID,sex,age,Born in the US? ,num children,Degree,Years of school,Redistribution good,God,Happy,science spending,afterlife
292,male,81,Yes,4,Bachelors,16,agree,Believe without a doubt,pretty happy,spending too little,Yes
293,male,21,Yes,0,High School,12,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
294,female,89,Yes,1,High School,12,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
295,female,70,Yes,1,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
296,male,38,Yes,3,High School,13,disagree,"Believe, but with some doubts",pretty happy,spending too much,Yes
297,female,30,Yes,1,High School,12,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
298,female,33,No,0,High School,12,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
299,female,59,No,3,Bachelors,16,disagree,Believe without a doubt,Very happy,spending too little,Yes
300,female,46,No,4,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
301,female,39,Yes,1,Associates,14,disagree,Believe without a doubt,pretty happy,spending too much,Yes
302,male,72,No,5,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
303,female,55,Yes,2,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
304,female,55,Yes,2,Graduate degree,18,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
305,male,53,Yes,2,Graduate degree,18,agree,Believe in god sometimes,pretty happy,spending about the right amount,No
306,male,61,Yes,0,Graduate degree,20,disagree,Belief in a higher power,not too happy,spending too little,Yes
307,male,33,Yes,0,Bachelors,18,agree,"Don't know, no way to find out",pretty happy,spending too little,No
308,male,27,Yes,0,Graduate degree,19,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
309,female,55,Yes,2,Associates,14,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
310,male,25,Yes,1,Less than High School,10,agree,Believe without a doubt,not too happy,spending too little,Yes
311,male,77,No,2,Bachelors,20,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
312,female,27,No,0,Graduate degree,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
313,female,50,Yes,0,Graduate degree,18,unsure,"Don't know, no way to find out",not too happy,spending about the right amount,No
314,female,72,Yes,2,High School,12,agree,Believe without a doubt,not too happy,spending too little,Yes
315,male,35,Yes,0,High School,14,agree,Atheist,Very happy,spending about the right amount,No
316,male,46,No,0,Bachelors,16,unsure,Belief in a higher power,pretty happy,spending too little,Yes
317,male,28,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",not too happy,spending too little,No
318,male,32,Yes,0,Graduate degree,20,agree,"Don't know, no way to find out",pretty happy,spending too little,No
319,female,59,Yes,1,Bachelors,18,unsure,Believe without a doubt,pretty happy,spending too little,Yes
320,female,69,Yes,4,Graduate degree,18,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
321,female,78,Yes,1,High School,12,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
322,female,71,Yes,2,High School,12,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
323,female,85,Yes,2,High School,12,agree,"Don't know, no way to find out",pretty happy,spending too much,No
324,female,54,Yes,0,High School,14,disagree,Atheist,not too happy,spending too little,No
325,female,77,Yes,5,High School,14,agree,Believe without a doubt,pretty happy,spending too much,Yes
326,male,77,Yes,2,Graduate degree,18,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
327,female,60,Yes,0,Graduate degree,20,agree,Believe in god sometimes,pretty happy,spending too little,No
328,female,75,Yes,2,High School,12,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
329,male,75,Yes,2,High School,12,unsure,Believe without a doubt,not too happy,spending about the right amount,Yes
330,female,31,Yes,0,High School,17,agree,Belief in a higher power,not too happy,spending too little,Yes
331,male,47,Yes,0,High School,12,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
332,male,48,Yes,2,Graduate degree,18,agree,"Don't know, no way to find out",pretty happy,spending too little,No
333,female,38,Yes,2,Graduate degree,18,disagree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
334,male,47,Yes,2,High School,13,agree,Believe in god sometimes,Very happy,spending too little,Yes
335,male,60,Yes,2,High School,15,disagree,Believe without a doubt,not too happy,spending too much,Yes
336,male,53,Yes,2,High School,13,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
337,male,62,Yes,2,High School,12,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
338,female,60,Yes,3,High School,12,disagree,Believe without a doubt,pretty happy,spending too much,Yes
339,female,25,Yes,0,High School,15,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
340,female,42,Yes,7,High School,13,unsure,Atheist,Very happy,spending too little,No
341,female,49,Yes,4,High School,12,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,No
342,female,37,Yes,2,Graduate degree,19,disagree,Believe without a doubt,Very happy,spending too little,Yes
343,male,26,Yes,1,Associates,15,disagree,Atheist,Very happy,spending too little,No
344,male,55,Yes,0,Graduate degree,20,agree,Belief in a higher power,not too happy,spending too little,Yes
345,female,70,Yes,0,High School,13,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
346,male,32,Yes,2,Graduate degree,18,disagree,Believe without a doubt,Very happy,spending too much,Yes
347,male,33,Yes,0,High School,14,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
348,female,38,Yes,3,High School,14,unsure,Believe without a doubt,not too happy,spending about the right amount,Yes
349,female,42,Yes,6,Bachelors,16,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
350,male,70,Yes,3,Graduate degree,20,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
351,female,67,Yes,2,Bachelors,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
352,male,57,Yes,2,Associates,14,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
353,female,25,Yes,0,High School,12,unsure,Belief in a higher power,not too happy,spending too little,Yes
354,female,58,Yes,2,Graduate degree,15,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
355,female,66,Yes,2,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
356,male,67,Yes,2,Bachelors,17,disagree,Believe without a doubt,Very happy,spending about the right amount,Yes
357,female,55,Yes,2,Associates,15,disagree,"Don't know, no way to find out",not too happy,spending too little,Yes
358,female,57,Yes,2,Associates,14,agree,"Don't know, no way to find out",not too happy,spending too little,Yes
359,female,27,Yes,1,Bachelors,17,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
360,male,27,Yes,0,Bachelors,16,disagree,Believe without a doubt,Very happy,spending too little,Yes
361,female,81,Yes,1,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
362,female,57,Yes,4,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
363,female,56,Yes,2,High School,12,agree,"Believe, but with some doubts",pretty happy,spending too much,Yes
364,female,30,Yes,2,Associates,14,unsure,"Believe, but with some doubts",pretty happy,spending about the right amount,Yes
365,female,22,Yes,0,High School,13,disagree,Believe without a doubt,not too happy,spending too little,Yes
366,female,51,Yes,0,High School,15,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
367,male,79,Yes,1,High School,12,disagree,"Don't know, no way to find out",not too happy,spending about the right amount,No
368,female,52,Yes,2,Bachelors,17,agree,"Believe, but with some doubts",not too happy,spending about the right amount,Yes
369,male,73,Yes,0,High School,15,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
370,male,38,Yes,5,High School,16,disagree,"Don't know, no way to find out",Very happy,spending too little,Yes
371,female,28,Yes,1,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
372,female,68,Yes,1,High School,12,disagree,Belief in a higher power,pretty happy,spending about the right amount,Yes
373,female,29,Yes,5,High School,12,agree,Believe without a doubt,Very happy,spending about the right amount,Yes
374,male,34,Yes,3,Less than High School,9,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
375,female,43,Yes,0,Bachelors,16,disagree,Believe without a doubt,not too happy,spending too much,Yes
376,female,30,Yes,2,Associates,17,disagree,Believe without a doubt,not too happy,spending about the right amount,Yes
377,female,57,Yes,3,High School,15,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
378,male,46,Yes,0,High School,16,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
379,female,53,Yes,0,Graduate degree,16,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
380,female,45,Yes,3,High School,12,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
381,female,73,Yes,3,High School,12,agree,Believe without a doubt,not too happy,spending about the right amount,Yes
382,male,85,No,6,High School,15,disagree,Believe without a doubt,Very happy,spending too little,Yes
383,female,33,Yes,4,Associates,14,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
384,male,69,Yes,2,High School,12,disagree,Believe without a doubt,Very happy,spending too much,Yes
385,male,70,Yes,1,High School,13,unsure,Believe without a doubt,pretty happy,spending about the right amount,Yes
386,female,50,Yes,4,Less than High School,10,agree,Believe without a doubt,pretty happy,spending too little,Yes
387,male,66,Yes,2,High School,12,disagree,"Believe, but with some doubts",pretty happy,spending too little,Yes
388,male,41,Yes,0,Bachelors,16,disagree,Atheist,pretty happy,spending too little,Yes
389,male,44,Yes,1,Associates,15,agree,Belief in a higher power,pretty happy,spending too little,Yes
390,male,64,Yes,2,Graduate degree,20,agree,"Believe, but with some doubts",Very happy,spending too little,Yes
391,male,51,No,5,Graduate degree,20,agree,Believe without a doubt,pretty happy,spending too little,Yes
392,female,40,Yes,0,Graduate degree,16,agree,Belief in a higher power,not too happy,spending too little,Yes
393,male,48,Yes,2,High School,13,agree,Belief in a higher power,pretty happy,spending too little,No
394,male,27,Yes,0,Bachelors,16,disagree,Believe in god sometimes,pretty happy,spending too much,Yes
395,male,39,Yes,0,Less than High School,12,agree,Believe without a doubt,not too happy,spending too little,No
396,male,44,Yes,0,High School,12,agree,Believe without a doubt,pretty happy,spending too little,Yes
397,female,25,Yes,0,Graduate degree,17,agree,Atheist,pretty happy,spending too little,No
398,female,37,Yes,2,High School,13,disagree,Belief in a higher power,pretty happy,spending about the right amount,Yes
399,male,81,Yes,2,Graduate degree,20,agree,Believe without a doubt,pretty happy,spending about the right amount,Yes
400,female,46,Yes,2,High School,12,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
401,female,66,Yes,1,Graduate degree,18,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
402,male,71,Yes,4,Graduate degree,19,agree,Belief in a higher power,pretty happy,spending about the right amount,Yes
403,male,56,Yes,2,Bachelors,16,agree,Believe in god sometimes,pretty happy,spending about the right amount,Yes
404,male,49,Yes,0,Bachelors,16,agree,"Don't know, no way to find out",pretty happy,spending too little,Yes
405,male,63,No,2,High School,16,agree,"Don't know, no way to find out",pretty happy,spending about the right amount,No
406,female,27,Yes,0,Graduate degree,18,agree,"Believe, but with some doubts",pretty happy,spending too little,Yes
407,female,69,Yes,2,Graduate degree,16,disagree,Believe without a doubt,pretty happy,spending about the right amount,Yes
408,female,31,Yes,3,Graduate degree,18,agree,"Believe, but with some doubts",pretty happy,spending about the right amount,No
409,male,60,No,3,Graduate degree,18,unsure,Believe in god sometimes,pretty happy,spending about the right amount,Yes
